SKU,Category,Description,Last 4 Weeks Avg ROS,Budget Wkly Fwd ROS,Budget 4 Wks Fwd ROS,Stock,Retail (inc vat £),Landed Cost,Stockholding Value,Flat Cvr,Pre-Order Qty,Fwd Cvr (excluding goods on water),Good On Water,Flat Cover (inc Goods on Water),Fwd Cover (inc Goods on Water),No. Pre-Order Wks - Current ROS,No. Pre-Order Wks - Fwd ROS,PL's Approved,Units Called Off - Awaiting Confirmation,Open PO's,Balance Open PO's,Additional POS raised LW,Comments,Marketing Comments,,ON AMAZON UK FBA?,Sellable,Shopify,Amazon,Ebay,B&Q,Debenhams,Decathlon,MW,Tesco,Vente Unique,The Range,Wilko,Wayfair,Rackhams
INFHOS24WW,Spa Spare Parts,Wave Inflation Hose For 2024 Integrated Heater,0,,0,378,,£0.13,£50.05,378.0,,378.0,0,378.0,378.0,,,0,0,0,0,,,,,,X,✓,X,X,X,X,X,X,X,X,X,X,X,X
ORINGINTHEATWW,Spa Spare Parts,Integrated heater O-ring (one set) WW,0,,0,217,,£0.03,£6.51,217.0,,217.0,0,217.0,217.0,,,0,0,21,21,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ROT24WW,Spa Spare Parts,Wave Rotor 2024 Heater WW,0,,0,207,,£0.01,£2.07,207.0,,207.0,0,207.0,207.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TRANFIL24WW,Spa Spare Parts,Wave Transformer And Filter For 2024 External Heater Spa,0,,0,149,,£0.23,£34.27,149.0,,149.0,0,149.0,149.0,,,0,0,12,12,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WB2024FINTHEATUK,Spa Spare Parts,Foam Wave Blower For 2024 Foam Integrater Heater UK,0,,0,89,,£0.17,£15.13,89.0,,89.0,0,89.0,89.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WB2024IINTHEATUK,Spa Spare Parts,Inflatable Wave Blower For 2024 Integrater Heater UK,0,,0,80,,£0.14,£11.20,80.0,,80.0,0,80.0,80.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WT2024INTHEATUK,Spa Spare Parts,Wave Transformer For 2024 Intergrated Heater Spa UK,0,,0,108,,£0.15,£16.20,108.0,,108.0,0,108.0,108.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EXTHEAT25UK,Spa Spare Parts,2025 External Heater UK,0,,0,9,,£32.33,£291.01,9.0,,9.0,6,15.0,15.0,,,0,0,26,20,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FINTHEAT24UK,Spa Spare Parts,Wave Foam Integrated Heater Full Unit For 2024 Spas,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IINTHEAT24UK,Spa Spare Parts,Wave Inflatable Integrated Heater Full Unit For 2024 Spas,0,,0,20,,£66.05,"£1,321.00",20.0,,20.0,0,20.0,20.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6HTCNWW,Spa Spare Parts,Adriatic 6P Square Frame Spa Heater Connectors,0,,0,10,,£1.52,£15.22,10.0,,10.0,0,10.0,10.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CONB25EXWW,Spa Spare Parts,Wave Control Board (PCB) 2025 External Heater,0,,0,62,,£0.00,£0.00,62.0,,62.0,0,62.0,62.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
0201150KTBC,Spa Spare Parts,Internal Heater Carton box with double wall 580x330x350mm -customised version,0,,0,2,,£1.65,£3.30,2.0,,2.0,0,2.0,2.0,6,6,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
HEATCOM24WW,Spa Spare Parts,Wave Heater Component For 2024 Spas WW,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,400,400,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WF2024INTHEATWW,Spa Spare Parts,Wave Filter For 2024 Integrated Heater Spa UK WW,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,100,100,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
HEATCOM25EXT,Spa Spare Parts,Wave Heater Component For 2025 External,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,50,50,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CONB26UK,Spa Spare Parts,Wave Control Board (PCB) 2026 Heater UK,0,,0,200,,£0.00,£0.00,200.0,,200.0,0,200.0,200.0,,,0,0,400,400,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CONTROLUK,Spa Spare Parts,Wired Controller,0,,0,0,,£0.02,£0.00,0.0,3,0.0,0,-3.0,-3.0,8,8,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WIFICON24CAB,Spa Spare Parts,WIFI CONTROLLER CABLE,0,,0,143,,£0.08,£11.44,143.0,,143.0,0,143.0,143.0,,,0,0,0,0,,,,,,X,✓,X,X,X,X,X,X,X,X,X,X,X,X
WIFICON24WW,Spa Spare Parts,Wave Handheld WIFI Controller For 2024 Spas WW,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
25CONTROLUKEU,Spa Spare Parts,Wave Handheld Without WIFI Controller,0,,0,0,,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,21,21,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
WIFICON25UKEU,Spa Spare Parts,Wave Handheld WIFI Controller For 2025 Spas,0,,0,0,,£0.84,£0.00,0.0,,0.0,400,400.0,400.0,,,0,0,423,23,,,,,YES,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
GASKETCOM24WW,Spa Spares,Inner Liner Gasket Component,0,,,98,£9.99,£0.01,£0.98,98.0,,98.0,0,98.0,98.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24CLIPWW,Spa Spares,Clip (male) For 2024 Spas Cover And Liner UK,0,,,331,£3.99,£0.08,£26.60,331.0,,331.0,0,331.0,331.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6ILBLWW,Spa Liner,6P Octagon Como DI Blue Inner Liner WW,0,,,4,£129.99,£4.10,£16.40,4.0,,4.0,0,4.0,4.0,4,4,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6LGRARATUK,Spa Liner,6 Person Octagon Como Spa Liner Graphite Rattan UK,0,,,4,£129.99,£35.17,£140.68,4.0,,4.0,0,4.0,4.0,4,4,0,0,15,15,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
COM6LPEBRATUK,Spa Liner,6 Person Octagon Como Spa Liner Pebble Rattan UK,0,,,15,£129.99,£39.71,£595.65,15.0,,15.0,0,15.0,15.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
GA6MBILWW,Spa Spares,6P Square Garda DI Blue Inner Liner WW,0,,,0,£129.99,£0.00,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GAR4ILBLWW,Spa Spares,4P Square Garda DI Blue Inner Liner WW,0,,,6,£99.99,£1.50,£9.02,6.0,,6.0,0,6.0,6.0,2,2,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GAR4LFLRATUK,Spa Liner,4 Person Square Garda Spa Liner Flint Rattan UK,0,,,0,£99.99,£33.40,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,15,15,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
GAR4LGRARATUK,Spa Liner,4 Person Square Garda Spa Liner Graphite Rattan UK,0,,,0,£99.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,15,15,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GAR4LPEBRATUK,Spa Liner,4 Person Square Garda Spa Liner Pebble Rattan UK,0,,,40,£99.99,£24.93,£997.20,40.0,,40.0,0,40.0,40.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
GAR6LCHARATUK,Spa Liner,6 Person Square Garda Spa Liner Charcoal Rattan UK,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,38,38,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GAR6LGRARATUK,Spa Liner,6 Person Square Garda Spa Liner Graphite Rattan UK,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GAR6LPEBRATUK,Spa Liner,6 Person Square Garda Spa Liner Pebble Rattan UK,0,,,13,£129.99,£32.73,£425.52,13.0,,13.0,0,13.0,13.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH4ILBLWW,Spa Spares,4P Round Tahoe DI Blue Inner Liner WW,0,,,9,£99.99,£19.85,£178.67,9.0,,9.0,12,21.0,21.0,,,0,0,6,-6,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH4LFLRATUK,Spa Liner,4 Person Round Tahoe Spa Liner Flint Rattan UK,0,,,0,£99.99,£25.51,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
TAH4LGRARATUK,Spa Liner,4 Person Round Tahoe Spa Liner Graphite Rattan UK,0,,,11,£99.99,£25.87,£284.57,11.0,,11.0,0,11.0,11.0,,,0,0,10,10,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
TAH4LPEBRATUK,Spa Liner,4 Person Round Tahoe Spa Liner Pebble Rattan UK,0,,,26,£99.99,£26.39,£686.14,26.0,,26.0,0,26.0,26.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
TAH6ILBLWW,Spa Spares,6P Round Tahoe DI Blue Inner Liner WW,0,,,1,£129.99,£3.15,£3.15,1.0,,1.0,23,24.0,24.0,,,0,0,19,-4,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH6LCHARRATUK,Spa Liner,6 Person Round Tahoe Spa Liner Charcoal Rattan UK,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,28,28,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH6LFLTRATUK,Spa Liner,6 Person Round Tahoe Spa Liner Flint Rattan UK,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH6LGRARATUK,Spa Liner,6 Person Round Tahoe Spa Liner Graphite Rattan UK,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,15,15,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TAH6LPEBRATUK,Spa Liner,6 Person Round Tahoe Spa Liner Pebble Rattan UK,0,,,18,£129.99,£27.77,£499.82,18.0,,18.0,0,18.0,18.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
GAR4LCHARATUK,Spa Liner,4 Person Square Garda Spa Liner Charcoal Rattan UK,0,,,0,£99.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,19,19,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24GA6MBILUK,Spa Spares,6 Person Square Garda Metallic Blue Inner Liner UK 24,0,,,9,£129.99,£32.17,£289.49,9.0,0,9.0,0,9.0,9.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24GAR4ILBLUK,Spa Spares,4 Person Square Garda Metallic Blue Inner Liner UK 24,0,,,8,£99.99,£30.38,£243.04,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24TAH4ILBLUK,Spa Spares,4 Person Round Tahoe Metallic Blue Inner Liner UK 24,0,,,14,£99.99,£41.09,£575.26,14.0,,14.0,0,14.0,14.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24TAH6ILBLUK,Spa Spares,6 Person Round Tahoe Metallic Blue Inner Liner UK 24,0,,,0,£129.99,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6INLNRWW,Frame Spa Spares,Adriatic 6P Square Frame Spa Inner Liner,0,,,8,£129.99,£20.65,£165.21,8.0,,8.0,8,16.0,16.0,,,0,0,0,-8,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6LFLIRATUK,Spa Liner,6 Person Octagon Como Spa Liner Flint Rattan UK,0,,,0,£129.99,£34.21,£0.00,0.0,,0.0,0,0.0,0.0,8,8,0,0,25,25,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
24COM6ILBLUK,Spa Spares,6 Person Octagon Como Metallic Blue Inner Liner UK 24,0,,,8,£129.99,£37.14,£297.08,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6LCHARATUK,Spa Liner,6 Person Octagon Como Spa Liner Charcoal Rattan UK,0,,,0,£129.99,£34.31,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC4DIBODDGRYUK,Spa Liner,4P Square Pacific DI Spa Body - Dark Grey UK,0,,,0,£199.99,£3.45,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,14,14,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ATL6DIBODGRATUK,Spa Liner,6P Round Atlantic DI Spa Body - Grey Rattan UK,0,,,6,£249.99,£26.96,£161.74,6.0,,6.0,1,7.0,7.0,1,1,0,0,24,23,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ATL4DIBODDGRYUK,Spa Liner,4P Round Atlantic DI Spa Body - Dark Grey UK,0,,,14,£249.99,£6.82,£95.42,14.0,,14.0,0,14.0,14.0,,,0,0,56,56,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
AEG6DIBODDGRYUK,Spa Body,6P Octagonal Aegean DI Spa Body - Dark Grey UK,0,,,2,£249.99,£7.26,£14.52,2.0,,2.0,26,28.0,28.0,,,0,0,26,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
AEG6DIBODNAVYUK,Spa Body,6P Octagonal Aegean DI Spa Body - Navy UK,0,,,2,£249.99,£7.26,£14.52,2.0,,2.0,26,28.0,28.0,,,0,0,26,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ATL6DIBODNAVUK,Spa Body,6P Round Atlantic DI Spa Body - Navy UK,0,,,11,£249.99,£20.60,£226.56,11.0,,11.0,0,11.0,11.0,,,0,0,11,11,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC6DIBODDGRYUK,Spa Body,6P Square Pacific DI Spa Body - Dark Grey UK,0,,,9,£249.99,£24.66,£221.93,9.0,,9.0,0,9.0,9.0,,,0,0,26,26,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC6DIBODGRATUK,Spa Body,6P Square Pacific DI Spa Body - Grey Rattan UK,0,,,10,£249.99,£24.04,£240.39,10.0,,10.0,0,10.0,10.0,,,0,0,26,26,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC6DIBODNAVUK,Spa Body,6P Square Pacific DI Spa Body - Navy UK,0,,,11,£249.99,£31.02,£341.20,11.0,,11.0,0,11.0,11.0,,,0,0,12,12,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ATL6BODBRRTUK,Spa Body,Atlantic Round 6 Person Body - Brown Rattan UK,0,,,11,£249.99,£44.09,£485.02,11.0,,11.0,0,11.0,11.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ATL6BODSLAUK,Spa Body,Atlantic Round 6 Person DI Body - Slate UK,0,,,15,£249.99,£22.15,£332.28,15.0,,15.0,0,15.0,15.0,,,0,0,5,5,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC4BODBRRTUK,Spa Body,Pacific Square 4 Person Body - Brown Rattan UK,0,,,11,£199.99,£41.74,£459.19,11.0,,11.0,0,11.0,11.0,,,0,0,1,1,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC4BODSLAUK,Spa Body,Pacific Square 4 Person DI Body - Slate UK,0,,,9,£199.99,£27.12,£244.08,9.0,,9.0,0,9.0,9.0,,,0,0,5,5,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC6BODBRRTUK,Spa Body,Pacific Square 6 Person Body - Brown Rattan UK,0,,,13,£249.99,£50.37,£654.77,13.0,,13.0,0,13.0,13.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
PAC6BODSLAUK,Spa Body,Pacific Square 6 Person DI Body - Slate UK,0,,,21,£249.99,£22.06,£463.24,21.0,,21.0,0,21.0,21.0,,,0,0,5,5,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA4FLIFBWW,Spa Spares,4 Person Round Tahoe Floor Insulation Foam Base WW,0,,,28,£29.99,£2.28,£63.83,28.0,,28.0,0,28.0,28.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
24TAH4ILBLEU,Spa Spares,4 Person Round Tahoe Metallic Blue Inner Liner EU  24,0,,,2,,£0.00,£0.00,2.0,,2.0,0,2.0,2.0,6,6,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
GA6PAW4WW,Spa Spares,6 Person Square Garda Foam Panel W4,0,,,51,,£14.75,£752.38,51.0,,51.0,0,51.0,51.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6WDPNLWW,Spa Spares,Adriatic 6P Square Frame Spa Alu Panel Assembly,0,,,8,,£4.53,£36.28,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6CNCVRWW,Spa Spares,Adriatic 6P Square Frame Spa Connectors Cover,0,,,7,,£1.76,£12.31,7.0,,7.0,0,7.0,7.0,1,1,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6CRALUWW,Spa Spares,Adriatic 6P Square Frame Spa Corner Black Rubber,0,,,7,,£4.26,£29.83,7.0,,7.0,0,7.0,7.0,1,1,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6FLFMWW,Spa Spares,Adriatic 6P Square Frame Spa Floor Foam,0,,,6,,£4.93,£29.58,6.0,,6.0,0,6.0,6.0,2,2,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6DSLIDWW,Spa Spares,Adriatic 6P Square Frame Spa Inflatable Dropstitch Lid,0,,,8,,£17.29,£138.35,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6W1WW,Spa Spares,Adriatic 6P Square Frame Spa Panel Foam W1,0,,,8,,£2.87,£22.98,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6W2WW,Spa Spares,Adriatic 6P Square Frame Spa Panel Foam W2,0,,,9,,£3.64,£32.79,9.0,,9.0,0,9.0,9.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6TLKITWW,Spa Spares,Adriatic 6P Square Frame Spa Toolkit,0,,,10,£19.99,£2.07,£20.72,10.0,,10.0,0,10.0,10.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6TPALUWW,Spa Spares,Adriatic 6P Square Frame Spa Top Black Plastic Profile,0,,,8,,£1.98,£15.80,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ADR6RUBCNWW,Spa Spares,Adriatic Square Frame Spa Rubber Corner,0,,,3,,£3.00,£9.00,3.0,,3.0,0,3.0,3.0,5,5,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FLXCACLAMPWW,Spa Spares,Clamp For Main Flex Cable WW,0,,,192,,£0.03,£5.76,192.0,,192.0,0,192.0,192.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
24CLIPEU,Spa Spares,Clip (Male) For 2024 Spas Cover And Liner EU,0,,,4,,£0.00,£0.00,4.0,,4.0,0,4.0,4.0,4,4,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EARTHBARWW,Spa Spares,Earth Bar WW,0,,,192,,£0.03,£5.76,192.0,,192.0,0,192.0,192.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FILHOUFPUK,Spa Spares,Filtration Housing Face Plate UK,0,,,41,,£0.02,£0.82,41.0,,41.0,0,41.0,41.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FINTHEATSALUK,Spa Spares,Foam Sal Heater 24,0,,,3,,£0.00,£0.00,3.0,,3.0,0,3.0,3.0,5,5,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FINTHEAT24UK2,Spa Spares,Foam UK Heater Grade 2 - Cs Only,0,,,0,,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
24HOSADAPEU,Spa Spares,Garden Hose Adapter EU,0,,,3,,£0.00,£0.00,3.0,,3.0,0,3.0,3.0,5,5,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
HP00324UK,Spa Spares,Heater Circuit Board,0,,,20,,£0.04,£0.80,20.0,,20.0,0,20.0,20.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IINTHEATSALUK,Spa Spares,Inflatable Sal  Heater 24,0,,,14,,£0.00,£0.00,14.0,,14.0,0,14.0,14.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
INFINHALFUK,Spa Spares,Infltable Foam Half Unit UK,0,,,8,,£0.00,£0.00,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
THERMRSBUT24WW,Spa Spares,Thermostat Reset Button,0,,,218,,£0.03,£6.54,218.0,,218.0,0,218.0,218.0,,,0,0,50,50,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SPATHRRINGBLOUTWW,Spa Spares,Threaded Ring For The Blower Outlet WW,0,,,105,,£0.32,£33.60,105.0,,105.0,0,105.0,105.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TA4PAW1WW,Spa Spares,Wave 4 Person Round Tahoe Foam Panel W1,0,,,26,£59.99,£14.10,£366.54,26.0,,26.0,0,26.0,26.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA4PAW2WW,Spa Spares,Wave 4 Person Round Tahoe Foam Panel W2,0,,,27,£59.99,£15.42,£416.27,27.0,,27.0,0,27.0,27.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA4PAW3WW,Spa Spares,Wave 4 Person Round Tahoe Foam Panel W3,0,,,14,£59.99,£14.26,£199.66,14.0,,14.0,0,14.0,14.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA4PAW4WW,Spa Spares,Wave 4 Person Round Tahoe Foam Panel W4,0,,,22,£59.99,£15.36,£338.02,22.0,,22.0,0,22.0,22.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GA4PAW1WW,Spa Spares,Wave 4 Person Square Garda Foam Panel W1,0,,,10,£59.99,£6.24,£62.36,10.0,,10.0,10,20.0,20.0,,,0,0,12,2,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GA4PAW2WW,Spa Spares,Wave 4 Person Square Garda Foam Panel W2,0,,,48,£59.99,£9.65,£463.29,48.0,,48.0,0,48.0,48.0,,,0,0,2,2,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GA4PAW3WW,Spa Spares,Wave 4 Person Square Garda Foam Panel W3,0,,,21,£59.99,£11.68,£245.22,21.0,,21.0,0,21.0,21.0,,,0,0,2,2,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
GA4PAW4WW,Spa Spares,Wave 4 Person Square Garda Foam Panel W4,0,,,41,£59.99,£10.54,£432.31,41.0,,41.0,0,41.0,41.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6PAW1WW,Spa Spares,Wave 6 Person Octagon Como Foam Panel W1,0,,,58,£79.99,£6.86,£397.74,58.0,,58.0,0,58.0,58.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6PAW2WW,Spa Spares,Wave 6 Person Octagon Como Foam Panel W2,0,,,66,£79.99,£7.26,£479.35,66.0,,66.0,0,66.0,66.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6PAW3WW,Spa Spares,Wave 6 Person Octagon Como Foam Panel W3,0,,,33,£79.99,£6.01,£198.22,33.0,,33.0,0,33.0,33.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COM6PAW4WW,Spa Spares,Wave 6 Person Octagon Como Foam Panel W4,0,,,56,£79.99,£6.73,£376.64,56.0,,56.0,0,56.0,56.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA6PAW1WW,Spa Spares,Wave 6 Person Round Tahoe Foam Panel W1,0,,,33,£79.99,£10.61,£350.20,33.0,,33.0,0,33.0,33.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA6PAW2WW,Spa Spares,Wave 6 Person Round Tahoe Foam Panel W2,0,,,28,£79.99,£10.99,£307.74,28.0,,28.0,0,28.0,28.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA6PAW3WW,Spa Spares,Wave 6 Person Round Tahoe Foam Panel W3,0,,,26,£79.99,£10.41,£270.78,26.0,,26.0,0,26.0,26.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
TA6PAW4WW,Spa Spares,Wave 6 Person Round Tahoe Foam Panel W4,0,,,33,£79.99,£10.64,£350.98,33.0,,33.0,0,33.0,33.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
